"ilad";"ilcead";"mahallead";"tha_ihdas_adano";"tha_ihdas_parselno";"mukerrer_adano";"mukerrer_parselno";"kesisen_alan_m2";"islemtanimad";"basvuruno";"kad_basvuru_olusturmatarihi";"kad_fenkayitno";"kad_fenkayittarih";"tescilyevmiyeno";"tesciltarih";"olusanparselid";"tha_geom";"mukerrer_parsel_durum";"mukerrer_parsel_onaydurum";"mukerrer_parsel_geom"
MALATYA;ARAPGİR;KAZANÇ;"0";"1420";"0";"819";109.37;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12012544;2026-06-26 11:24:28.000;711;2026-06-26 11:44:15.000;4611;2026-06-29 16:33:27.000;752626524;POLYGON ((38.5481148816616 38.7868205302016, 38.5479706413437 38.7868572360784, 38.5478432726291 38.7868557847197, 38.5476793610799 38.7868225576986, 38.5475258927199 38.7868366153626, 38.5473340281745 38.7868135516607, 38.5469659142866 38.7868541854359, 38.547513026669 38.7866068991316, 38.5470161354094 38.7861046791446, 38.5465395223365 38.7862201466115, 38.5465793532261 38.7861092821352, 38.5464642110496 38.7860572241089, 38.5464869138443 38.7858704323795, 38.5462947851272 38.7858734686204, 38.5462699096 38.7858093083591, 38.5462159464653 38.7856988604225, 38.546203795625 38.7856664788421, 38.5463581055597 38.7856166936546, 38.5465260264099 38.7856813870776, 38.5468194876868 38.7852637504219, 38.5469106210955 38.7853730848439, 38.5480442849083 38.7854785371742, 38.5481837233587 38.7853067126871, 38.5481902823258 38.7855538684188, 38.5488061707545 38.7856941004361, 38.5495988101443 38.7857360851933, 38.5504353733307 38.7861737069242, 38.5502066568718 38.7856891486763, 38.5498313440931 38.7852129764106, 38.5495777174296 38.7849464279331, 38.5487767557014 38.7845863843035, 38.5482862915138 38.784611405268, 38.5482302676432 38.7847938621161, 38.5479355379009 38.7846565922202, 38.5477069681146 38.7847434410245, 38.5474734612477 38.7845724155364, 38.5469569013542 38.7839624613604, 38.5469297276692 38.7837985249146, 38.5480151664033 38.7840180173231, 38.5482063280592 38.7843738456748, 38.5485522710848 38.784301535934, 38.548763486255 38.7841693324607, 38.5498354045639 38.7843860718576, 38.5503065607746 38.7842821793955, 38.5503258102338 38.7843118328624, 38.550452799766 38.7844273722368, 38.5506527902103 38.7845596693839, 38.550829466709 38.7846718289396, 38.5509466454457 38.7847894194504, 38.5511028880542 38.7850241961871, 38.551228037649 38.7852614565299, 38.5513481133085 38.7854462187737, 38.5513890170634 38.785587790223, 38.5514118305984 38.7860385215171, 38.551379007293 38.7862648891532, 38.5512864294419 38.7865262339199, 38.5509977928529 38.7865581972709, 38.5507995994447 38.7865229256818, 38.5502985366983 38.786373959881, 38.5497430911339 38.7861731387632, 38.549585832515 38.7862147670009, 38.5494931433645 38.7861126306167, 38.5490751916942 38.7862518831622, 38.548882831623 38.786210003486, 38.5483864513697 38.7859578087796, 38.5479096584418 38.7857715971299, 38.5480569647753 38.7861896860906, 38.5486356483457 38.7864143260503, 38.5487073523518 38.7865518363113, 38.5481148816616 38.7868205302016));3;1;POLYGON ((38.54955210142 38.786534452602, 38.549229281578 38.786510810585, 38.548877442257 38.786551050714, 38.54891230274 38.786208812086, 38.549083781094 38.786244670576, 38.549497584 38.78610227656, 38.549603210464 38.786208275084, 38.54980374816 38.786173849952, 38.550317542222 38.786383810238, 38.54955210142 38.786534452602))
MALATYA;ARAPGİR;KAZANÇ;"0";"1420";"0";"815";199.26;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12012544;2026-06-26 11:24:28.000;711;2026-06-26 11:44:15.000;4611;2026-06-29 16:33:27.000;752626524;POLYGON ((38.5481148816616 38.7868205302016, 38.5479706413437 38.7868572360784, 38.5478432726291 38.7868557847197, 38.5476793610799 38.7868225576986, 38.5475258927199 38.7868366153626, 38.5473340281745 38.7868135516607, 38.5469659142866 38.7868541854359, 38.547513026669 38.7866068991316, 38.5470161354094 38.7861046791446, 38.5465395223365 38.7862201466115, 38.5465793532261 38.7861092821352, 38.5464642110496 38.7860572241089, 38.5464869138443 38.7858704323795, 38.5462947851272 38.7858734686204, 38.5462699096 38.7858093083591, 38.5462159464653 38.7856988604225, 38.546203795625 38.7856664788421, 38.5463581055597 38.7856166936546, 38.5465260264099 38.7856813870776, 38.5468194876868 38.7852637504219, 38.5469106210955 38.7853730848439, 38.5480442849083 38.7854785371742, 38.5481837233587 38.7853067126871, 38.5481902823258 38.7855538684188, 38.5488061707545 38.7856941004361, 38.5495988101443 38.7857360851933, 38.5504353733307 38.7861737069242, 38.5502066568718 38.7856891486763, 38.5498313440931 38.7852129764106, 38.5495777174296 38.7849464279331, 38.5487767557014 38.7845863843035, 38.5482862915138 38.784611405268, 38.5482302676432 38.7847938621161, 38.5479355379009 38.7846565922202, 38.5477069681146 38.7847434410245, 38.5474734612477 38.7845724155364, 38.5469569013542 38.7839624613604, 38.5469297276692 38.7837985249146, 38.5480151664033 38.7840180173231, 38.5482063280592 38.7843738456748, 38.5485522710848 38.784301535934, 38.548763486255 38.7841693324607, 38.5498354045639 38.7843860718576, 38.5503065607746 38.7842821793955, 38.5503258102338 38.7843118328624, 38.550452799766 38.7844273722368, 38.5506527902103 38.7845596693839, 38.550829466709 38.7846718289396, 38.5509466454457 38.7847894194504, 38.5511028880542 38.7850241961871, 38.551228037649 38.7852614565299, 38.5513481133085 38.7854462187737, 38.5513890170634 38.785587790223, 38.5514118305984 38.7860385215171, 38.551379007293 38.7862648891532, 38.5512864294419 38.7865262339199, 38.5509977928529 38.7865581972709, 38.5507995994447 38.7865229256818, 38.5502985366983 38.786373959881, 38.5497430911339 38.7861731387632, 38.549585832515 38.7862147670009, 38.5494931433645 38.7861126306167, 38.5490751916942 38.7862518831622, 38.548882831623 38.786210003486, 38.5483864513697 38.7859578087796, 38.5479096584418 38.7857715971299, 38.5480569647753 38.7861896860906, 38.5486356483457 38.7864143260503, 38.5487073523518 38.7865518363113, 38.5481148816616 38.7868205302016));3;1;POLYGON ((38.548209219279 38.785546949991, 38.548182217112 38.785290865765, 38.548278795563 38.785168225077, 38.548261124194 38.785118895447, 38.548192552126 38.784948532536, 38.548234582291 38.784766309186, 38.548337770862 38.784609920009, 38.548828532423 38.784579816711, 38.549578572029 38.784925080852, 38.549295751817 38.785117188662, 38.548837095837 38.785195496178, 38.548791540714 38.785365916925, 38.548209219279 38.785546949991))
MALATYA;ARAPGİR;KAZANÇ;"0";"1420";"0";"818";262.07;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12012544;2026-06-26 11:24:28.000;711;2026-06-26 11:44:15.000;4611;2026-06-29 16:33:27.000;752626524;POLYGON ((38.5481148816616 38.7868205302016, 38.5479706413437 38.7868572360784, 38.5478432726291 38.7868557847197, 38.5476793610799 38.7868225576986, 38.5475258927199 38.7868366153626, 38.5473340281745 38.7868135516607, 38.5469659142866 38.7868541854359, 38.547513026669 38.7866068991316, 38.5470161354094 38.7861046791446, 38.5465395223365 38.7862201466115, 38.5465793532261 38.7861092821352, 38.5464642110496 38.7860572241089, 38.5464869138443 38.7858704323795, 38.5462947851272 38.7858734686204, 38.5462699096 38.7858093083591, 38.5462159464653 38.7856988604225, 38.546203795625 38.7856664788421, 38.5463581055597 38.7856166936546, 38.5465260264099 38.7856813870776, 38.5468194876868 38.7852637504219, 38.5469106210955 38.7853730848439, 38.5480442849083 38.7854785371742, 38.5481837233587 38.7853067126871, 38.5481902823258 38.7855538684188, 38.5488061707545 38.7856941004361, 38.5495988101443 38.7857360851933, 38.5504353733307 38.7861737069242, 38.5502066568718 38.7856891486763, 38.5498313440931 38.7852129764106, 38.5495777174296 38.7849464279331, 38.5487767557014 38.7845863843035, 38.5482862915138 38.784611405268, 38.5482302676432 38.7847938621161, 38.5479355379009 38.7846565922202, 38.5477069681146 38.7847434410245, 38.5474734612477 38.7845724155364, 38.5469569013542 38.7839624613604, 38.5469297276692 38.7837985249146, 38.5480151664033 38.7840180173231, 38.5482063280592 38.7843738456748, 38.5485522710848 38.784301535934, 38.548763486255 38.7841693324607, 38.5498354045639 38.7843860718576, 38.5503065607746 38.7842821793955, 38.5503258102338 38.7843118328624, 38.550452799766 38.7844273722368, 38.5506527902103 38.7845596693839, 38.550829466709 38.7846718289396, 38.5509466454457 38.7847894194504, 38.5511028880542 38.7850241961871, 38.551228037649 38.7852614565299, 38.5513481133085 38.7854462187737, 38.5513890170634 38.785587790223, 38.5514118305984 38.7860385215171, 38.551379007293 38.7862648891532, 38.5512864294419 38.7865262339199, 38.5509977928529 38.7865581972709, 38.5507995994447 38.7865229256818, 38.5502985366983 38.786373959881, 38.5497430911339 38.7861731387632, 38.549585832515 38.7862147670009, 38.5494931433645 38.7861126306167, 38.5490751916942 38.7862518831622, 38.548882831623 38.786210003486, 38.5483864513697 38.7859578087796, 38.5479096584418 38.7857715971299, 38.5480569647753 38.7861896860906, 38.5486356483457 38.7864143260503, 38.5487073523518 38.7865518363113, 38.5481148816616 38.7868205302016));3;1;POLYGON ((38.548877442257 38.786551050714, 38.548738083699 38.786608108561, 38.548665707041 38.786415844374, 38.548078412751 38.786192793854, 38.547799141629 38.785746949341, 38.548443684652 38.78596702257, 38.54891230274 38.786208812086, 38.548877442257 38.786551050714))
MALATYA;ARAPGİR;SİPAHİUŞAĞI;"0";"231";"0";"74";134.77;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12007994;2026-06-25 13:36:56.000;690;2026-06-25 13:37:06.000;4563;2026-06-29 13:29:54.000;752584201;POLYGON ((38.448521915233 38.8224586016633, 38.4484846172131 38.8226000451245, 38.4484123722454 38.8227031972244, 38.4483520230405 38.8227614847032, 38.4482395283608 38.8228210972292, 38.4481491485501 38.8229327149901, 38.4480106989346 38.8230655140603, 38.4478314874781 38.8231786171589, 38.4473761872665 38.8234331180334, 38.4471377347543 38.8234607435668, 38.4468743068953 38.8233732354364, 38.4459319233126 38.8232388455437, 38.4458547000216 38.8231905563856, 38.4457874352782 38.8230869368593, 38.4459053480272 38.8229234773164, 38.449575907634 38.8204820431024, 38.4498073427865 38.8203280968983, 38.4502674183484 38.8213142487138, 38.4502273711379 38.8213292062716, 38.4501037488325 38.821200601942, 38.4499650790331 38.8211111188658, 38.4498326848529 38.8210560217694, 38.4497297739195 38.8210845436002, 38.4496800953986 38.8211448101478, 38.4496815434529 38.8212374169784, 38.4496848895677 38.8213332785604, 38.4496596980434 38.8214226159908, 38.4495637281373 38.8215105550082, 38.4493920957464 38.8215749229152, 38.4492606446502 38.8215895247614, 38.44911658039 38.821592578731, 38.4491099508292 38.8217043892963, 38.4491370044473 38.8217711762337, 38.4491213287635 38.8218646957882, 38.4490426926393 38.8219557752627, 38.4489916501306 38.8220188140895, 38.4489267977593 38.8221566971997, 38.4488808972916 38.8222407668164, 38.4487862813417 38.8222747656994, 38.4486529927962 38.822304977301, 38.4485655566515 38.8223499833505, 38.448521915233 38.8224586016633));3;1;POLYGON ((38.450592215949 38.820716985264, 38.450473058172 38.821122546572, 38.450510517402 38.821414174429, 38.450323527398 38.821506464381, 38.449780328055 38.820266433409, 38.450728648762 38.820447675085, 38.450592215949 38.820716985264))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"239";"103";"165";118.42;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955020;2026-06-12 16:28:18.000;519;2026-06-12 16:46:17.000;4255;2026-06-19 11:37:53.000;752271978;POLYGON ((38.2892256819674 39.1221312647356, 38.2897412281312 39.1222707950346, 38.2899794757331 39.1221399284152, 38.2899846439976 39.1218437996499, 38.2903977485472 39.121410990743, 38.290411003261 39.121092392848, 38.2925745378109 39.1205775368537, 38.2928571752706 39.1205012071038, 38.2931085435618 39.1203854935461, 38.2933401123839 39.120251395212, 38.2934091218076 39.1203353845947, 38.2935410766424 39.1208763227228, 38.2936110877933 39.1210381542178, 38.2937718981069 39.1211229713033, 38.293564826529 39.1215257850759, 38.2935133896592 39.1215353815378, 38.2930566466696 39.120955875864, 38.2922987185538 39.1214721717991, 38.2920887758368 39.1214559455237, 38.2914958899241 39.1213093992779, 38.2909359862806 39.1215758554568, 38.290678842099 39.1218849538031, 38.2912586306666 39.1222080578902, 38.2915102391592 39.1223824368694, 38.2912137926012 39.1228171296458, 38.2905419979533 39.1225588587357, 38.28977813492 39.1225223236194, 38.2893859486336 39.1224304599639, 38.2892256819674 39.1221312647356));3;1;POLYGON ((38.288536539677 39.121927523828, 38.289830637091 39.121224996243, 38.289999428109 39.121816929696, 38.290013376734 39.122125746258, 38.289764610702 39.12228357695, 38.288536539677 39.121927523828))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"239";"103";"162";325.61;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955020;2026-06-12 16:28:18.000;519;2026-06-12 16:46:17.000;4255;2026-06-19 11:37:53.000;752271978;POLYGON ((38.2892256819674 39.1221312647356, 38.2897412281312 39.1222707950346, 38.2899794757331 39.1221399284152, 38.2899846439976 39.1218437996499, 38.2903977485472 39.121410990743, 38.290411003261 39.121092392848, 38.2925745378109 39.1205775368537, 38.2928571752706 39.1205012071038, 38.2931085435618 39.1203854935461, 38.2933401123839 39.120251395212, 38.2934091218076 39.1203353845947, 38.2935410766424 39.1208763227228, 38.2936110877933 39.1210381542178, 38.2937718981069 39.1211229713033, 38.293564826529 39.1215257850759, 38.2935133896592 39.1215353815378, 38.2930566466696 39.120955875864, 38.2922987185538 39.1214721717991, 38.2920887758368 39.1214559455237, 38.2914958899241 39.1213093992779, 38.2909359862806 39.1215758554568, 38.290678842099 39.1218849538031, 38.2912586306666 39.1222080578902, 38.2915102391592 39.1223824368694, 38.2912137926012 39.1228171296458, 38.2905419979533 39.1225588587357, 38.28977813492 39.1225223236194, 38.2893859486336 39.1224304599639, 38.2892256819674 39.1221312647356));3;1;POLYGON ((38.293011698225 39.121894983257, 38.292438156681 39.121715561221, 38.292087011166 39.121457813787, 38.292261697805 39.12146219367, 38.293012792547 39.120932278085, 38.293407434079 39.121528895272, 38.293011698225 39.121894983257))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"239";"103";"163";333.55;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955020;2026-06-12 16:28:18.000;519;2026-06-12 16:46:17.000;4255;2026-06-19 11:37:53.000;752271978;POLYGON ((38.2892256819674 39.1221312647356, 38.2897412281312 39.1222707950346, 38.2899794757331 39.1221399284152, 38.2899846439976 39.1218437996499, 38.2903977485472 39.121410990743, 38.290411003261 39.121092392848, 38.2925745378109 39.1205775368537, 38.2928571752706 39.1205012071038, 38.2931085435618 39.1203854935461, 38.2933401123839 39.120251395212, 38.2934091218076 39.1203353845947, 38.2935410766424 39.1208763227228, 38.2936110877933 39.1210381542178, 38.2937718981069 39.1211229713033, 38.293564826529 39.1215257850759, 38.2935133896592 39.1215353815378, 38.2930566466696 39.120955875864, 38.2922987185538 39.1214721717991, 38.2920887758368 39.1214559455237, 38.2914958899241 39.1213093992779, 38.2909359862806 39.1215758554568, 38.290678842099 39.1218849538031, 38.2912586306666 39.1222080578902, 38.2915102391592 39.1223824368694, 38.2912137926012 39.1228171296458, 38.2905419979533 39.1225588587357, 38.28977813492 39.1225223236194, 38.2893859486336 39.1224304599639, 38.2892256819674 39.1221312647356));3;1;POLYGON ((38.291248147398 39.122239486814, 38.290637884707 39.121897167707, 38.290901228035 39.121560160207, 38.291942032066 39.12189181382, 38.291248147398 39.122239486814))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"239";"103";"161";108.26;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955020;2026-06-12 16:28:18.000;519;2026-06-12 16:46:17.000;4255;2026-06-19 11:37:53.000;752271978;POLYGON ((38.2892256819674 39.1221312647356, 38.2897412281312 39.1222707950346, 38.2899794757331 39.1221399284152, 38.2899846439976 39.1218437996499, 38.2903977485472 39.121410990743, 38.290411003261 39.121092392848, 38.2925745378109 39.1205775368537, 38.2928571752706 39.1205012071038, 38.2931085435618 39.1203854935461, 38.2933401123839 39.120251395212, 38.2934091218076 39.1203353845947, 38.2935410766424 39.1208763227228, 38.2936110877933 39.1210381542178, 38.2937718981069 39.1211229713033, 38.293564826529 39.1215257850759, 38.2935133896592 39.1215353815378, 38.2930566466696 39.120955875864, 38.2922987185538 39.1214721717991, 38.2920887758368 39.1214559455237, 38.2914958899241 39.1213093992779, 38.2909359862806 39.1215758554568, 38.290678842099 39.1218849538031, 38.2912586306666 39.1222080578902, 38.2915102391592 39.1223824368694, 38.2912137926012 39.1228171296458, 38.2905419979533 39.1225588587357, 38.28977813492 39.1225223236194, 38.2893859486336 39.1224304599639, 38.2892256819674 39.1221312647356));3;1;POLYGON ((38.293009900707 39.121897302416, 38.29194023496 39.121894129936, 38.290899430066 39.12156247187, 38.291455912014 39.12131687725, 38.292085212332 39.121460128343, 38.292436358701 39.121717877941, 38.293009900707 39.121897302416))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"239";"103";"157";284.21;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955020;2026-06-12 16:28:18.000;519;2026-06-12 16:46:17.000;4255;2026-06-19 11:37:53.000;752271978;POLYGON ((38.2892256819674 39.1221312647356, 38.2897412281312 39.1222707950346, 38.2899794757331 39.1221399284152, 38.2899846439976 39.1218437996499, 38.2903977485472 39.121410990743, 38.290411003261 39.121092392848, 38.2925745378109 39.1205775368537, 38.2928571752706 39.1205012071038, 38.2931085435618 39.1203854935461, 38.2933401123839 39.120251395212, 38.2934091218076 39.1203353845947, 38.2935410766424 39.1208763227228, 38.2936110877933 39.1210381542178, 38.2937718981069 39.1211229713033, 38.293564826529 39.1215257850759, 38.2935133896592 39.1215353815378, 38.2930566466696 39.120955875864, 38.2922987185538 39.1214721717991, 38.2920887758368 39.1214559455237, 38.2914958899241 39.1213093992779, 38.2909359862806 39.1215758554568, 38.290678842099 39.1218849538031, 38.2912586306666 39.1222080578902, 38.2915102391592 39.1223824368694, 38.2912137926012 39.1228171296458, 38.2905419979533 39.1225588587357, 38.28977813492 39.1225223236194, 38.2893859486336 39.1224304599639, 38.2892256819674 39.1221312647356));3;1;POLYGON ((38.291921917049 39.123050265298, 38.291696320448 39.123022337853, 38.291558621425 39.12315428928, 38.291482950915 39.123475839975, 38.291269672422 39.123494462259, 38.289963798732 39.123244181554, 38.28913565465 39.123378563927, 38.289163131454 39.122764587941, 38.288424328139 39.122491187358, 38.288593230441 39.122223322488, 38.2897571841 39.122598902732, 38.290550427055 39.12254397627, 38.291225548974 39.122793738545, 38.291480868428 39.122406885599, 38.291248147398 39.122239486814, 38.291942032066 39.12189181382, 38.292426945276 39.121984388542, 38.292991567977 39.122203592911, 38.292312793655 39.122318985168, 38.291891644595 39.122668316586, 38.291921917049 39.123050265298))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"240";"103";"157";117.28;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955175;2026-06-12 16:40:11.000;520;2026-06-12 16:46:45.000;4256;2026-06-19 11:43:40.000;752272026;POLYGON ((38.2907427896339 39.1240652006141, 38.2901558590355 39.1238677359501, 38.2898360495794 39.1232707202819, 38.2899697663735 39.1232458763073, 38.2912733385209 39.1234758354429, 38.2911713225654 39.1240324072764, 38.2907427896339 39.1240652006141));3;1;POLYGON ((38.291921917049 39.123050265298, 38.291696320448 39.123022337853, 38.291558621425 39.12315428928, 38.291482950915 39.123475839975, 38.291269672422 39.123494462259, 38.289963798732 39.123244181554, 38.28913565465 39.123378563927, 38.289163131454 39.122764587941, 38.288424328139 39.122491187358, 38.288593230441 39.122223322488, 38.2897571841 39.122598902732, 38.290550427055 39.12254397627, 38.291225548974 39.122793738545, 38.291480868428 39.122406885599, 38.291248147398 39.122239486814, 38.291942032066 39.12189181382, 38.292426945276 39.121984388542, 38.292991567977 39.122203592911, 38.292312793655 39.122318985168, 38.291891644595 39.122668316586, 38.291921917049 39.123050265298))
MALATYA;ARAPGİR;ŞAĞILUŞAĞI;"103";"240";"103";"152";228.09;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11955175;2026-06-12 16:40:11.000;520;2026-06-12 16:46:45.000;4256;2026-06-19 11:43:40.000;752272026;POLYGON ((38.2907427896339 39.1240652006141, 38.2901558590355 39.1238677359501, 38.2898360495794 39.1232707202819, 38.2899697663735 39.1232458763073, 38.2912733385209 39.1234758354429, 38.2911713225654 39.1240324072764, 38.2907427896339 39.1240652006141));3;1;POLYGON ((38.292070166716 39.123817031116, 38.292318525605 39.124032489839, 38.291542244547 39.124647513817, 38.290894881307 39.125120300089, 38.290362215388 39.124834997884, 38.290210612026 39.124695030846, 38.290191208239 39.124595595527, 38.289421925318 39.124002951105, 38.28928617679 39.12391628073, 38.289306722512 39.123567836543, 38.290763722846 39.124048108922, 38.291138811245 39.12404375099, 38.291267881751 39.123496783751, 38.291481160089 39.123478161987, 38.291719443164 39.123516126823, 38.292070166716 39.123817031116))
